cnpj,ticker,ano,setor,receita_liq,ebit,ebitda,lucro_liq,pl,divida_liq,ativo_total,roe,roic,margem_liq,margem_ebitda,div_ebitda,cresc_receita,pl_multiplo,pvpa,ev_ebitda,dy,mkt_cap,label,selic_ano,var_selic_ano,ipca_ano,var_cambio_ano,pib_var_ano,risco_divida_selic,impulso_pib
61.079.117/0001-05,ALPA4.SA,2020,Industrial,3364278000.0,274285000.0,373107000.0,126886000.0,3018552000.0,-449140000.0,4814586000.0,0.0420353865031975,0.1024363020949069,0.0377156703459107,0.1109025472924651,-1.2037833650936594,-0.093720031119147,93.7546460548986,3.9410127833881496,30.680239232503983,0.0548,11896152019.321863,1.0,2.789166666666666,-3.150833333333335,1.35,0.2892797777061056,-3.28,3.7929207528492737,-3.28
61.079.117/0001-05,ALPA4.SA,2021,Industrial,3948561000.0,619210000.0,578101000.0,692563000.0,3467211000.0,-472672000.0,8031764000.0,0.1997464244316253,0.191757426243285,0.175396302602391,0.1464080205421671,-0.8176287534531164,0.1736726275295919,15.241554922437922,3.044446098535213,17.441701366626894,0.0548,10555737001.748377,0.0,4.4191666666666665,1.6300000000000003,0.73,0.0738545615486752,4.76,-1.33273486812858,4.76
61.079.117/0001-05,ALPA4.SA,2022,Industrial,4181866000.0,201104000.0,-39842000.0,108531000.0,5759758000.0,627734000.0,8499680000.0,0.018842979166833,0.0213495315694656,0.0259527684531259,-0.0095273258397088,-15.75558455900808,0.0590860822461651,39.82475502668725,0.7504170292920976,-124.23960864919916,0.0548,4322220487.8013935,0.0,12.430833333333334,8.011666666666667,0.62,-0.0650120956903503,3.02,-126.22849162525308,3.02
61.079.117/0001-05,ALPA4.SA,2023,Industrial,3734146000.0,-1988986000.0,-1854197000.0,-1867484000.0,3727467000.0,563080000.0,6327389000.0,-0.5010061792632906,-0.511909499613776,-0.5001100653268512,-0.4965518220230275,-0.3036786274597575,-0.1070622540272692,-1.5532065441993006,0.778166076316031,-1.8680153025743689,0.0548,2900588369.987487,0.0,13.2,0.769166666666667,0.56,-0.0721390651053145,3.24,-0.2335794776211302,3.24
61.079.117/0001-05,ALPA4.SA,2024,Industrial,4108311000.0,51236000.0,29935000.0,107397000.0,4036379000.0,-64987000.0,6839725000.0,0.0266072635894696,0.0039823901315131,0.026141399713897,0.0072864493462155,-2.1709370302321696,0.1002009562561292,16.97346552119664,0.4516174711492542,58.72431189510458,0.0548,1822899276.579956,,10.839166666666667,-2.360833333333332,0.52,0.2790572780038418,3.42,5.125220505539778,3.42
08.364.948/0001-38,ALUP11.SA,2010,Industrial,1327336000.0,670760000.0,918091000.0,448474000.0,2674223000.0,1947798000.0,5669819000.0,0.1677025438791005,0.1210788223921106,0.3378752629326711,0.6916794240493741,2.1215740051912064,,,,,,,,9.8025,-0.2600000000000015,0.63,-0.043568107456518,7.53,-0.551609241349717,7.53
08.364.948/0001-38,ALUP11.SA,2011,Industrial,1213645000.0,738400000.0,700636000.0,439044000.0,2813321000.0,2655836000.0,6410723000.0,0.1560589779836712,0.1100196594007548,0.3617565268262136,0.577298963041087,3.790607390999035,-0.0856535195308497,,,,,,,11.665,1.862499999999999,0.5,0.1257952226623455,3.97,7.060006265735699,3.97
08.364.948/0001-38,ALUP11.SA,2012,Industrial,1258640000.0,881133000.0,1144540000.0,538938000.0,3074264000.0,2889930000.0,7456055000.0,0.1753063497474517,0.1228001511667683,0.4281907455666434,0.9093465963261932,2.524970730599193,0.0370742680108269,,,,,,,8.530833333333334,-3.134166666666665,0.79,0.0894018552084443,1.92,-7.913679098152967,1.92
08.364.948/0001-38,ALUP11.SA,2013,Industrial,1290831000.0,965660000.0,1205263000.0,654968000.0,4102146000.0,2479767000.0,8360155000.0,0.1596647218309635,0.1226569012780231,0.5074002716079796,0.9337109195549224,2.057448872154874,0.0255760185597151,3.449229730475506,0.5507203054474613,3.9318406838259214,0.0258,2259135098.1100817,1.0,8.178333333333335,-0.3524999999999991,0.92,0.1463665280156594,3.0,-0.7252507274345913,3.0
08.364.948/0001-38,ALUP11.SA,2014,Industrial,1474108000.0,1050329000.0,1348473000.0,751658000.0,3878309000.0,3379427000.0,8928171000.0,0.1938107561826559,0.1346767967036188,0.5099070081703647,0.9147721876551784,2.506113952596752,0.1419837298608415,3.700460843130741,0.7171891142314772,4.568803377172525,0.0258,2781480996.4259663,0.0,10.855833333333337,2.6775,0.78,0.1338683514044225,0.5,6.710120108077804,0.5
08.364.948/0001-38,ALUP11.SA,2015,Industrial,1493559000.0,1077219000.0,1593015000.0,571192000.0,4067046000.0,3909166000.0,10011663000.0,0.1404439487529769,0.1187669399126104,0.3824368505027253,1.0665899371902952,2.453941739406095,0.0131950983238677,3.855828504378216,0.541527780869162,3.836488918856885,0.0258,2202418395.0728016,1.0,13.366666666666667,2.5108333333333324,0.96,0.4700700248475264,-3.55,6.161438717358801,-3.55
